artist,song,H_or_N,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Melanie C,Never Be The Same Again,N,spotify:track:4Z2015s3noJJ7IRydu7ozr,0.599,0.47,1.0,-8.356,1.0,0.0376,0.38,0.0,0.111,0.298,127.177,audio_features,4Do68W4FWO2hRAJCzG1lus,spotify:track:4Do68W4FWO2hRAJCzG1lus,https://api.spotify.com/v1/tracks/4Do68W4FWO2hRAJCzG1lus,https://api.spotify.com/v1/audio-analysis/4Do68W4FWO2hRAJCzG1lus,273707.0,4.0
Aaliyah,Try Again,N,spotify:track:6Wnlq1Pu3I0BajLvxn05Vr,0.298,0.0554,7.0,-24.63,1.0,0.04,0.976,0.943,0.107,0.205,99.987,audio_features,2T81fd9zlplEWIGc56Tv00,spotify:track:2T81fd9zlplEWIGc56Tv00,https://api.spotify.com/v1/tracks/2T81fd9zlplEWIGc56Tv00,https://api.spotify.com/v1/audio-analysis/2T81fd9zlplEWIGc56Tv00,239749.0,4.0
Anastacia,I'm Outta Love - Radio Edit,N,spotify:track:2CaseM6BKvQpi6blK8nbxC,0.458,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229,audio_features,64BbK9SFKH2jk86U3dGj2P,spotify:track:64BbK9SFKH2jk86U3dGj2P,https://api.spotify.com/v1/tracks/64BbK9SFKH2jk86U3dGj2P,https://api.spotify.com/v1/audio-analysis/64BbK9SFKH2jk86U3dGj2P,255373.0,4.0
Alice Deejay,Better Off Alone,N,spotify:track:5XVjNRubJUW0iPhhSWpLCj,0.826,0.656,9.0,-8.529,1.0,0.0617,0.0101,0.000113,0.0272,0.852,129.963,audio_features,0IvTGWbNnCiUi9IOF7ye3F,spotify:track:0IvTGWbNnCiUi9IOF7ye3F,https://api.spotify.com/v1/tracks/0IvTGWbNnCiUi9IOF7ye3F,https://api.spotify.com/v1/audio-analysis/0IvTGWbNnCiUi9IOF7ye3F,251040.0,4.0
Gigi D'Agostino,The Riddle,N,spotify:track:0ZqveF2rEFlz2oqF2xrriP,0.659,0.812,4.0,-7.499,0.0,0.0487,0.23,0.0,0.0951,0.888,83.014,audio_features,0gPQTLaqHDgdupKEok7J2x,spotify:track:0gPQTLaqHDgdupKEok7J2x,https://api.spotify.com/v1/tracks/0gPQTLaqHDgdupKEok7J2x,https://api.spotify.com/v1/audio-analysis/0gPQTLaqHDgdupKEok7J2x,235133.0,4.0
Dr. Dre,The Next Episode,N,spotify:track:4LwU4Vp6od3Sb08CsP99GC,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,audio_features,3XKIUb7HzIF1Vu9usunMzc,spotify:track:3XKIUb7HzIF1Vu9usunMzc,https://api.spotify.com/v1/tracks/3XKIUb7HzIF1Vu9usunMzc,https://api.spotify.com/v1/audio-analysis/3XKIUb7HzIF1Vu9usunMzc,261973.0,4.0
Linkin Park,In the End,N,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.859,0.622,11.0,-8.196,1.0,0.0445,0.0661,0.0,0.0394,0.433,134.007,audio_features,487Dyzs7Xbbk4hIWYyYT80,spotify:track:487Dyzs7Xbbk4hIWYyYT80,https://api.spotify.com/v1/tracks/487Dyzs7Xbbk4hIWYyYT80,https://api.spotify.com/v1/audio-analysis/487Dyzs7Xbbk4hIWYyYT80,243533.0,4.0
Tom Jones,Sexbomb,N,spotify:track:7GHKA8GIMcND6c5nN1sFnD,0.822,0.847,10.0,-6.729,0.0,0.0917,0.0854,0.0,0.0452,0.668,107.908,audio_features,6dJ2mSRaKE9ctYw9qWNGWQ,spotify:track:6dJ2mSRaKE9ctYw9qWNGWQ,https://api.spotify.com/v1/tracks/6dJ2mSRaKE9ctYw9qWNGWQ,https://api.spotify.com/v1/audio-analysis/6dJ2mSRaKE9ctYw9qWNGWQ,202800.0,4.0
Sonique,It Feels So Good,N,spotify:track:4Y8q64VnhD0vFYy9g2WFpi,0.751,0.901,2.0,-5.802,1.0,0.0328,0.0504,0.00308,0.0395,0.973,124.017,audio_features,4pV49P2v3sxI0XYjUTmOl1,spotify:track:4pV49P2v3sxI0XYjUTmOl1,https://api.spotify.com/v1/tracks/4pV49P2v3sxI0XYjUTmOl1,https://api.spotify.com/v1/audio-analysis/4pV49P2v3sxI0XYjUTmOl1,214819.0,4.0
M.O.P.,Cold as Ice,N,spotify:track:493CPxYEHHzXeSdnp8Ul73,0.655,0.791,0.0,-8.923,1.0,0.0302,0.1,0.000124,0.334,0.862,118.981,audio_features,1vlTMKVV0FxG6CxGTmSY3t,spotify:track:1vlTMKVV0FxG6CxGTmSY3t,https://api.spotify.com/v1/tracks/1vlTMKVV0FxG6CxGTmSY3t,https://api.spotify.com/v1/audio-analysis/1vlTMKVV0FxG6CxGTmSY3t,234827.0,4.0
Melanie C,I Turn To You,N,spotify:track:5x5zRAJy1a8lSKWCCKSCIH,0.808,0.982,3.0,-6.588,0.0,0.0311,0.0585,0.00689,0.35,0.961,124.999,audio_features,5GguB1QMdud2FWbs5VHAzB,spotify:track:5GguB1QMdud2FWbs5VHAzB,https://api.spotify.com/v1/tracks/5GguB1QMdud2FWbs5VHAzB,https://api.spotify.com/v1/audio-analysis/5GguB1QMdud2FWbs5VHAzB,228140.0,4.0
Limp Bizkit,Take A Look Around,N,spotify:track:2avKuMN2QXkaG9vvHa2JLt,0.771,0.685,1.0,-4.639,1.0,0.0567,0.00543,0.00157,0.0537,0.683,88.997,audio_features,4pmc2AxSEq6g7hPVlJCPyP,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,https://api.spotify.com/v1/tracks/4pmc2AxSEq6g7hPVlJCPyP,https://api.spotify.com/v1/audio-analysis/4pmc2AxSEq6g7hPVlJCPyP,230200.0,4.0
Darude,Sandstorm,N,spotify:track:3dxDj8pDPlIHCIrUPXuCeG,0.634,0.886,9.0,-5.424,1.0,0.0434,0.154,0.0,0.118,0.577,93.04,audio_features,5s4catxeZsaWFnOrvrXZHf,spotify:track:5s4catxeZsaWFnOrvrXZHf,https://api.spotify.com/v1/tracks/5s4catxeZsaWFnOrvrXZHf,https://api.spotify.com/v1/audio-analysis/5s4catxeZsaWFnOrvrXZHf,241373.0,4.0
Da Brat,What'chu Like (feat. Tyrese),N,spotify:track:5d8woPn6sHRA6yPnnHnqSt,0.545,0.865,11.0,-5.708,0.0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,audio_features,6ZOBP3NvffbU4SZcrnt1k6,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,https://api.spotify.com/v1/tracks/6ZOBP3NvffbU4SZcrnt1k6,https://api.spotify.com/v1/audio-analysis/6ZOBP3NvffbU4SZcrnt1k6,233933.0,4.0
Moloko,The Time Is Now,N,spotify:track:6caODjFlH5iakvYJIrhATv,0.736,0.666,1.0,-4.929,1.0,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,audio_features,3lqT89gv8p3PYwXtr3ODjv,spotify:track:3lqT89gv8p3PYwXtr3ODjv,https://api.spotify.com/v1/tracks/3lqT89gv8p3PYwXtr3ODjv,https://api.spotify.com/v1/audio-analysis/3lqT89gv8p3PYwXtr3ODjv,226760.0,4.0
Chicane,Don't Give Up,N,spotify:track:0zjORbo98bRxMmyS3wzeKW,0.914,0.607,7.0,-5.658,1.0,0.32,0.0626,0.0,0.0515,0.666,98.054,audio_features,1jRzdY7oUBOhrylNtiMtBD,spotify:track:1jRzdY7oUBOhrylNtiMtBD,https://api.spotify.com/v1/tracks/1jRzdY7oUBOhrylNtiMtBD,https://api.spotify.com/v1/audio-analysis/1jRzdY7oUBOhrylNtiMtBD,256973.0,4.0
DMX,Party Up,N,spotify:track:0LWkaEyQRkF0XAms8Bg1fC,0.301,0.823,1.0,-4.072,1.0,0.0433,0.000144,0.000309,0.0833,0.372,152.017,audio_features,1sjrDQXqAa9V07FjKIlAQ4,spotify:track:1sjrDQXqAa9V07FjKIlAQ4,https://api.spotify.com/v1/tracks/1sjrDQXqAa9V07FjKIlAQ4,https://api.spotify.com/v1/audio-analysis/1sjrDQXqAa9V07FjKIlAQ4,236867.0,4.0
Debelah Morgan,Dance with Me,N,spotify:track:1C2Q3AymKS17bw7T5gfq6p,0.664,0.396,5.0,-9.131,0.0,0.0298,0.52,0.0,0.268,0.453,102.053,audio_features,2uZwyxrg6VPvlVsvclIfel,spotify:track:2uZwyxrg6VPvlVsvclIfel,https://api.spotify.com/v1/tracks/2uZwyxrg6VPvlVsvclIfel,https://api.spotify.com/v1/audio-analysis/2uZwyxrg6VPvlVsvclIfel,253627.0,4.0
Madonna,Music,N,spotify:track:2BcOZ4vOeu2qZowIHrvTYy,0.576,0.656,4.0,-6.926,1.0,0.0282,0.226,3.63e-06,0.0818,0.205,101.981,audio_features,5nC0kH81ErxHJuSavWUoK3,spotify:track:5nC0kH81ErxHJuSavWUoK3,https://api.spotify.com/v1/tracks/5nC0kH81ErxHJuSavWUoK3,https://api.spotify.com/v1/audio-analysis/5nC0kH81ErxHJuSavWUoK3,282720.0,4.0
Ruff Endz,No More,N,spotify:track:2WfhlEjoUII31H6imnQdvF,0.491,0.593,0.0,-5.975,1.0,0.0255,0.098,0.0,0.257,0.328,144.142,audio_features,5p0ietGkLNEqx1Z7ijkw5g,spotify:track:5p0ietGkLNEqx1Z7ijkw5g,https://api.spotify.com/v1/tracks/5p0ietGkLNEqx1Z7ijkw5g,https://api.spotify.com/v1/audio-analysis/5p0ietGkLNEqx1Z7ijkw5g,231760.0,4.0
Britney Spears,Born to Make You Happy,N,spotify:track:4l1MNtoCiTxBwf6yxD7kFd,0.631,0.664,6.0,-9.197,1.0,0.0242,0.0498,0.00042,0.0696,0.407,100.618,audio_features,2oncAh9o85pq1aswacLqAz,spotify:track:2oncAh9o85pq1aswacLqAz,https://api.spotify.com/v1/tracks/2oncAh9o85pq1aswacLqAz,https://api.spotify.com/v1/audio-analysis/2oncAh9o85pq1aswacLqAz,268747.0,4.0
Montell Jordan,Get It On Tonite,N,spotify:track:0AcLrSfAEBQcUnHOTm5pXg,0.73,0.602,6.0,-3.782,0.0,0.206,0.362,3.69e-06,0.169,0.927,97.954,audio_features,69XUpOpjzDKcfdxqZebGiI,spotify:track:69XUpOpjzDKcfdxqZebGiI,https://api.spotify.com/v1/tracks/69XUpOpjzDKcfdxqZebGiI,https://api.spotify.com/v1/audio-analysis/69XUpOpjzDKcfdxqZebGiI,221133.0,4.0
Kylie Minogue,Spinning Around,N,spotify:track:0JcgDliDqDac8iOFFRm7tZ,0.636,0.873,0.0,-4.672,0.0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,audio_features,2AW37v0bDyuOzGP3XnmFuA,spotify:track:2AW37v0bDyuOzGP3XnmFuA,https://api.spotify.com/v1/tracks/2AW37v0bDyuOzGP3XnmFuA,https://api.spotify.com/v1/audio-analysis/2AW37v0bDyuOzGP3XnmFuA,192427.0,4.0
JAY-Z,Big Pimpin',N,spotify:track:7m97yKVzPpXV9Z4ezEziOD,0.724,0.416,5.0,-8.964,0.0,0.0841,0.365,0.0,0.0969,0.578,151.181,audio_features,7BgUcOjSOlKJXASLgJ6bx1,spotify:track:7BgUcOjSOlKJXASLgJ6bx1,https://api.spotify.com/v1/tracks/7BgUcOjSOlKJXASLgJ6bx1,https://api.spotify.com/v1/audio-analysis/7BgUcOjSOlKJXASLgJ6bx1,348893.0,4.0
LeAnn Rimes,I Need You,N,spotify:track:046MBhhgQJJghnbgZCkaAR,0.578,0.894,10.0,-5.42,1.0,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,audio_features,2dwhMQsFeHr2S787WxqAqW,spotify:track:2dwhMQsFeHr2S787WxqAqW,https://api.spotify.com/v1/tracks/2dwhMQsFeHr2S787WxqAqW,https://api.spotify.com/v1/audio-analysis/2dwhMQsFeHr2S787WxqAqW,347107.0,4.0
Avant,Separated,N,spotify:track:5S0cvScXb33JVpjTiY9Ivi,0.518,0.83,6.0,-6.814,0.0,0.0386,0.0404,3.85e-06,0.375,0.527,95.468,audio_features,6fA7akEuTUL3dW1V0GELaZ,spotify:track:6fA7akEuTUL3dW1V0GELaZ,https://api.spotify.com/v1/tracks/6fA7akEuTUL3dW1V0GELaZ,https://api.spotify.com/v1/audio-analysis/6fA7akEuTUL3dW1V0GELaZ,256133.0,4.0
Enrique Iglesias,Be With You,N,spotify:track:2N4viTG9njqCa4c46YyWs1,0.558,0.481,8.0,-9.487,1.0,0.026,0.315,8.83e-06,0.09,0.631,144.673,audio_features,63nkNgHkmfgjElTEnCzKYU,spotify:track:63nkNgHkmfgjElTEnCzKYU,https://api.spotify.com/v1/tracks/63nkNgHkmfgjElTEnCzKYU,https://api.spotify.com/v1/audio-analysis/63nkNgHkmfgjElTEnCzKYU,219093.0,4.0
Toni Braxton,He Wasn't Man Enough,N,spotify:track:7f1Dmr246cJ9uQYdbplTbh,0.783,0.0344,3.0,-19.791,1.0,0.434,0.959,0.0754,0.138,0.662,174.071,audio_features,5lDLaQqUajG39A7DFTg0SN,spotify:track:5lDLaQqUajG39A7DFTg0SN,https://api.spotify.com/v1/tracks/5lDLaQqUajG39A7DFTg0SN,https://api.spotify.com/v1/audio-analysis/5lDLaQqUajG39A7DFTg0SN,233000.0,4.0
Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,N,spotify:track:5jZfGxZDayFA1HzYmyOG3a,0.41,0.539,0.0,-8.412,1.0,0.0302,0.00425,0.00089,0.117,0.141,138.852,audio_features,0eKyHwckh9vQb8ncZ2DXCs,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/tracks/0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/audio-analysis/0eKyHwckh9vQb8ncZ2DXCs,274800.0,4.0
Dr. Dre,Forgot About Dre,N,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,0.607,0.82,11.0,-7.754,1.0,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,audio_features,5OQGeJ1ceykovrykZsGhqL,spotify:track:5OQGeJ1ceykovrykZsGhqL,https://api.spotify.com/v1/tracks/5OQGeJ1ceykovrykZsGhqL,https://api.spotify.com/v1/audio-analysis/5OQGeJ1ceykovrykZsGhqL,207507.0,4.0
Missy Elliott,Hot Boyz,N,spotify:track:7mYvtEeBdMqRSyj1Qpv6my,0.725,0.487,8.0,-5.959,0.0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,audio_features,1m2xMsxbtxv21Brome189p,spotify:track:1m2xMsxbtxv21Brome189p,https://api.spotify.com/v1/tracks/1m2xMsxbtxv21Brome189p,https://api.spotify.com/v1/audio-analysis/1m2xMsxbtxv21Brome189p,296693.0,4.0
Backstreet Boys,Show Me the Meaning of Being Lonely,N,spotify:track:3BsaRV5QIulYz2lV9WWa8T,0.498,0.733,4.0,-11.838,1.0,0.0946,0.158,0.00263,0.968,0.396,94.606,audio_features,0ly13OeIgIHqLRS2RiX16N,spotify:track:0ly13OeIgIHqLRS2RiX16N,https://api.spotify.com/v1/tracks/0ly13OeIgIHqLRS2RiX16N,https://api.spotify.com/v1/audio-analysis/0ly13OeIgIHqLRS2RiX16N,282893.0,4.0
Samantha Mumba,Gotta Tell You,N,spotify:track:1rj0XawWJNisX7SGYexowJ,0.829,0.915,8.0,-3.205,1.0,0.106,0.226,1.25e-05,0.246,0.779,118.903,audio_features,7A0apkTSTvMbSI7yplcmlh,spotify:track:7A0apkTSTvMbSI7yplcmlh,https://api.spotify.com/v1/tracks/7A0apkTSTvMbSI7yplcmlh,https://api.spotify.com/v1/audio-analysis/7A0apkTSTvMbSI7yplcmlh,203333.0,4.0
Mýa,Case Of The Ex (Whatcha Gonna Do),N,spotify:track:1ak0S3NhwWrUgNlQhJ1412,0.459,0.838,2.0,-5.343,1.0,0.0439,1.86e-05,4.8e-06,0.115,0.566,156.293,audio_features,3x7A8fnIV5xq4DHPjqfkPb,spotify:track:3x7A8fnIV5xq4DHPjqfkPb,https://api.spotify.com/v1/tracks/3x7A8fnIV5xq4DHPjqfkPb,https://api.spotify.com/v1/audio-analysis/3x7A8fnIV5xq4DHPjqfkPb,282627.0,4.0
Mary Mary,Shackles (Praise You),N,spotify:track:7JKEA8xYDoFp4q0QBW2PGg,0.763,0.834,1.0,-5.237,1.0,0.0329,0.271,0.00027,0.263,0.965,95.017,audio_features,4cHUfCT3yetKajxWKLhDlT,spotify:track:4cHUfCT3yetKajxWKLhDlT,https://api.spotify.com/v1/tracks/4cHUfCT3yetKajxWKLhDlT,https://api.spotify.com/v1/audio-analysis/4cHUfCT3yetKajxWKLhDlT,207267.0,4.0
Next,Wifey,N,spotify:track:1NNDZc9BHaWe9JqIsPRlNV,0.865,0.664,2.0,-6.822,1.0,0.108,0.00689,0.0,0.142,0.565,162.831,audio_features,3wMUvT6eIw2L5cZFG1yH9j,spotify:track:3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/tracks/3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/audio-analysis/3wMUvT6eIw2L5cZFG1yH9j,287000.0,4.0
Janet Jackson,Doesn't Really Matter,N,spotify:track:0ekdT3jOhn3LinWtqHhmsw,0.853,0.606,0.0,-4.596,1.0,0.0713,0.0561,0.0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600.0,4.0
Ricky Martin,She Bangs - English Version,N,spotify:track:1uPrIHgYztXSkkcts9jet8,0.514,0.911,1.0,-2.027,0.0,0.41,0.0559,0.0,0.775,0.619,161.109,audio_features,2Mpj1Ul5OFPyyP4wB62Rvi,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi,254027.0,4.0
Jagged Edge,He Can't Love U,N,spotify:track:3VEZvzr84WVnoorZ4tlBSw,0.78,0.768,6.0,-4.325,0.0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,audio_features,3UmaczJpikHgJFyBTAJVoz,spotify:track:3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/audio-analysis/3UmaczJpikHgJFyBTAJVoz,404107.0,4.0
Sisqo,Incomplete,N,spotify:track:3w8Mw9GHYepoTWOSdiyosj,0.766,0.563,9.0,-7.516,0.0,0.0339,0.0263,0.683,0.115,0.964,126.007,audio_features,3E7ZwUMJFqpsDOJzEkBrQ7,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/audio-analysis/3E7ZwUMJFqpsDOJzEkBrQ7,230640.0,4.0
JAY-Z,I Just Wanna Love U (Give It 2 Me),N,spotify:track:0s46SltT4On0Z6kglK1I5c,0.756,0.808,5.0,-3.655,1.0,0.0541,0.0175,3.67e-06,0.66,0.638,109.902,audio_features,7GQqj9jRtDkMp8zByehXQI,spotify:track:7GQqj9jRtDkMp8zByehXQI,https://api.spotify.com/v1/tracks/7GQqj9jRtDkMp8zByehXQI,https://api.spotify.com/v1/audio-analysis/7GQqj9jRtDkMp8zByehXQI,264847.0,4.0
Mariah Carey,Thank God I Found You (feat. Joe & 98°),N,spotify:track:1RS3LStQYhju50eBdD9Uul,0.623,0.607,10.0,-5.113,1.0,0.0353,0.147,3.29e-06,0.227,0.614,89.654,audio_features,2aGw77pZqli064JiPuXYRi,spotify:track:2aGw77pZqli064JiPuXYRi,https://api.spotify.com/v1/tracks/2aGw77pZqli064JiPuXYRi,https://api.spotify.com/v1/audio-analysis/2aGw77pZqli064JiPuXYRi,243160.0,4.0
Baha Men,Who Let The Dogs Out,N,spotify:track:1H5tvpoApNDxvxDexoaAUo,0.794,0.832,1.0,-4.862,0.0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,audio_features,2lnzGkdtDj5mtlcOW2yRtG,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,https://api.spotify.com/v1/tracks/2lnzGkdtDj5mtlcOW2yRtG,https://api.spotify.com/v1/audio-analysis/2lnzGkdtDj5mtlcOW2yRtG,196160.0,4.0
Donell Jones,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",N,spotify:track:5PMKzsUsTpZZGsCcJBuhP2,0.643,0.849,2.0,-5.428,1.0,0.0526,0.0371,0.0,0.058,0.903,162.152,audio_features,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,165853.0,4.0
